Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
Sql_cmd_select::eligible_secondary_storage_engine,0.01,0.01,0.01
push_warning,0.01,0.01,0.01
Field_float::type,0.01,0.01,0.01
Item_field::mark_field_in_map,0.01,0.01,0.01
agg_item_charsets,0.01,0.01,0.01
Sql_cmd_insert_base::get_default_columns,0.01,0.01,0.01
find_get_pages,0.01,0.01,0.01
Query_expression::set_limit,0.01,0.01,0.01
EstimateLimitOffsetCost,0.01,0.01,0.01
TABLE::prepare_for_position,0.01,0.01,0.01
Item_equal::select_optimize,0.01,0.01,0.01
find_cost_for_ref,0.01,0.01,0.01
tcp_ack,0.01,0.01,0.01
Binlog_cache_compressor::compress,0.01,0.01,0.01
bio_disassociate_task,0.01,0.01,0.01
calc_daynr,0.01,0.01,0.01
lock_move_rec_list_end,0.01,0.01,0.01
dict_table_stats_latch_create,0.01,0.01,0.01
__jbd2_log_wait_for_space,0.01,0.01,0.01
mpage_release_unused_pages,0.01,0.01,0.01
PFS_session_all_memory_stat::count_controlled_free,0.01,0.01,0.01
Field_new_decimal::do_save_field_metadata,0.01,0.01,0.01
__memmove_chk_ssse3_back,0.01,0.01,0.01
std::string::reserve@plt,0.01,0.01,0.01
Field::cmp_binary,0.01,0.01,0.01
String::set_ascii,0.01,0.01,0.01
longlong2decimal,0.01,0.01,0.01
Item::save_str_value_in_field,0.01,0.01,0.01
row_upd_changes_some_index_ord_field_binary,0.01,0.01,0.01
btr_search_update_hash_on_delete,0.01,0.01,0.01
Add_dirty_blocks_to_flush_list::Add_dirty_blocks_to_flush_list,0.01,0.01,0.01
IndexRangeScanIterator::shared_init,0.01,0.01,0.01
rb_insert_color,0.01,0.01,0.01
Item::cast_incompatible_args,0.01,0.01,0.01
MYSQL_BIN_LOG::signal_update,0.01,0.01,0.01
trx_sys_persist_gtid_num,0.01,0.01,0.01
__sk_mem_schedule,0.01,0.01,0.01
skb_put,0.01,0.01,0.01
sysret_careful,0.01,0.01,0.01
memchr@plt,0.01,0.01,0.01
memchr,0.01,0.01,0.01
OPENSSL_init,0.01,0.01,0.01
Clone_persist_gtid::update_gtid_trx_no,0.01,0.01,0.01
"Prealloced_array<pack_rows::Table, 4ul>::reserve",0.01,0.01,0.01
Clone_persist_gtid::flush_gtids,0.01,0.01,0.01
gettimeofday@plt,0.01,0.01,0.01
ending_single_stmt_trans,0.01,0.01,0.01
get_task_policy.part.26,0.01,0.01,0.01
run_before_dml_hook,0.01,0.01,0.01
thd_get_trx_isolation,0.01,0.01,0.01
__sk_mem_raise_allocated,0.01,0.01,0.01
skb_csum_hwoffload_help,0.01,0.01,0.01
thd_mem_cnt_free,0.01,0.01,0.01
Item_func_get_system_var::cleanup,0.01,0.01,0.01
Session_consistency_gtids_ctx::notify_after_transaction_commit,0.01,0.01,0.01
AggregateIterator::Init,0.01,0.01,0.01
NestedLoopIterator::Init,0.01,0.01,0.01
Unique::~Unique,0.01,0.01,0.01
FilterIterator::Init,0.01,0.01,0.01
buf::Block_hint::buffer_unfix_block_if_needed,0.01,0.01,0.01
Field_temporal_with_date::send_to_protocol,0.01,0.01,0.01
Field_timestampf::get_date_internal_at,0.01,0.01,0.01
localtime_to_TIME,0.01,0.01,0.01
Item::make_field,0.01,0.01,0.01
Item::charset_for_protocol,0.01,0.01,0.01
dict_index_t::get_col_pos,0.01,0.01,0.01
__vdso_time,0.01,0.01,0.01
handler::multi_range_read_init,0.01,0.01,0.01
fsync@plt,0.01,0.01,0.01
_pthread_cleanup_pop_restore,0.01,0.01,0.01
AIO::linux_dispatch,0.01,0.01,0.01
Field::key_cmp,0.01,0.01,0.01
Gtid_state::update_commit_group,0.01,0.01,0.01
flst_add_first,0.01,0.01,0.01
std::string::assign@plt,0.01,0.01,0.01
dd::release_mdl,0.01,0.01,0.01
__strcpy_sse2_unaligned,0.01,0.01,0.01
std::chrono::_V2::system_clock::now,0.01,0.01,0.01
bio_advance,0.01,0.01,0.01
ktime_get,0.01,0.01,0.01
hrtimer_init_sleeper,0.01,0.01,0.01
os_event_wait_time_low,0.01,0.01,0.01
std::chrono::_V2::system_clock::now@plt,0.01,0.01,0.01
Log_files_capacity::update_target,0.01,0.01,0.01
AIOHandler::post_io_processing,0.01,0.01,0.01
pfs_unbind_table_v1,0.01,0.01,0.01
SEL_ROOT::SEL_ROOT,0.01,0.01,0.01
FakeSingleRowIterator::~FakeSingleRowIterator,0.01,0.01,0.01
Protocol_text::store_short,0.01,0.01,0.01
Field_timestampf::get_date_internal,0.01,0.01,0.01
QEP_TAB::access_path,0.01,0.01,0.01
"std::__unguarded_linear_insert<Key_use*, __gnu_cxx::__ops::_Val_comp_iter<bool",0.01,0.01,0.01
pthread_mutex_lock@plt,0.01,0.01,0.01
update_group_power,0.01,0.01,0.01
Field_str::derivation,0.01,0.01,0.01
Field_new_decimal::result_type,0.01,0.01,0.01
Item_decimal::save_in_field_inner,0.01,0.01,0.01
ext4_es_lookup_extent,0.01,0.01,0.01
Query_block::set_lock_for_tables,0.01,0.01,0.01
Log_files_capacity::update,0.01,0.01,0.01
compute_offset,0.01,0.01,0.01
_IO_default_uflow,0.01,0.01,0.01
sync_array_get_nth_cell,0.01,0.01,0.01
sp_cache_enforce_limit,0.01,0.01,0.01
arch_local_irq_save,0.01,0.01,0.01
my_ok,0.01,0.01,0.01
__mem_cgroup_commit_charge,0.01,0.01,0.01
dd::cache::Local_multi_map<dd::Event>::erase,0.01,0.01,0.01
dd::cache::Local_multi_map<dd::Column_statistics>::erase,0.01,0.01,0.01
dd::cache::Local_multi_map<dd::Spatial_reference_system>::erase,0.01,0.01,0.01
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Spatial_reference_system>,0.01,0.01,0.01
THD::leave_locked_tables_mode,0.01,0.01,0.01
thd_tx_isolation,0.01,0.01,0.01
binlog_cache_data::reset,0.01,0.01,0.01
pfs_start_transaction_v1,0.01,0.01,0.01
is_key_used,0.01,0.01,0.01
ha_innobase::multi_range_read_info_const,0.01,0.01,0.01
next_zones_zonelist,0.01,0.01,0.01
pread64@plt,0.01,0.01,0.01
dict_index_remove_from_v_col_list,0.01,0.01,0.01
THD::is_binlog_cache_empty,0.01,0.01,0.01
time@plt,0.01,0.01,0.01
Commit_order_trx_dependency_tracker::step,0.01,0.01,0.01
__es_tree_search,0.01,0.01,0.01
ext4_ext_drop_refs,0.01,0.01,0.01
ext4_block_bitmap,0.01,0.01,0.01
my_sync,0.01,0.01,0.01
dirname_length,0.01,0.01,0.01
Ha_trx_info_list::Ha_trx_info_list,0.01,0.01,0.01
row_undo_mod,0.01,0.01,0.01
Item_func::Item_func,0.01,0.01,0.01
String::set_or_copy_aligned,0.01,0.01,0.01
PT_query_block_locking_clause::set_lock_for_tables,0.01,0.01,0.01
comp_ge_creator,0.01,0.01,0.01
Item_func_get_system_var::Item_func_get_system_var,0.01,0.01,0.01
pfs_digest_start_vc,0.01,0.01,0.01
my_strnncoll_mb_bin,0.01,0.01,0.01
copy_funcs,0.01,0.01,0.01
date_add_interval,0.01,0.01,0.01
PTI_text_literal_text_string::~PTI_text_literal_text_string,0.01,0.01,0.01
___slab_alloc,0.01,0.01,0.01
Item::is_expensive_processor,0.01,0.01,0.01
check_for_new_grace_period.isra.26,0.01,0.01,0.01
dict_index_t::is_tuple_instant_format,0.01,0.01,0.01
page_move_rec_list_start,0.01,0.01,0.01
page_delete_rec_list_start,0.01,0.01,0.01
Encryption::set_key_length,0.01,0.01,0.01
BlockReporter::is_encrypted,0.01,0.01,0.01
log_buffer_set_first_record_group,0.01,0.01,0.01
__x86_indirect_thunk_r12,0.01,0.01,0.01
JOIN::push_to_engines,0.01,0.01,0.01
JOIN::optimize_keyuse,0.01,0.01,0.01
alloc_page_buffers,0.01,0.01,0.01
alloc_buffer_head,0.01,0.01,0.01
new_slab,0.01,0.01,0.01
row_upd_index_entry_sys_field,0.01,0.01,0.01
rw_lock_sx_lock_func,0.01,0.01,0.01
page_delete_rec_list_end,0.01,0.01,0.01
from_kgid,0.01,0.01,0.01
fsp_is_session_temporary,0.01,0.01,0.01
btr_page_alloc_priv,0.01,0.01,0.01
btr_page_create,0.01,0.01,0.01
ext4_put_io_end,0.01,0.01,0.01
dblwr::v1::is_inside,0.01,0.01,0.01
JOIN_TAB::cleanup,0.01,0.01,0.01
std::__detail::_Prime_rehash_policy::_M_need_rehash,0.01,0.01,0.01
DsMrr_impl::dsmrr_next,0.01,0.01,0.01
ha_innobase::was_semi_consistent_read,0.01,0.01,0.01
JOIN::adjust_access_methods,0.01,0.01,0.01
rcu_report_qs_rnp,0.01,0.01,0.01
Item_equal::contains,0.01,0.01,0.01
pfs_get_current_thread_event_id_vc,0.01,0.01,0.01
Field_longstr::report_if_important_data,0.01,0.01,0.01
bitmap_bits_set,0.01,0.01,0.01
Field::numeric_context_result_type,0.01,0.01,0.01
accumulate_statement_cost,0.01,0.01,0.01
bitmap_union,0.01,0.01,0.01
__memcpy_chk_ssse3_back,0.01,0.01,0.01
SecondaryEngineHandlerton,0.01,0.01,0.01
Item_int_func::result_type,0.01,0.01,0.01
skb_network_protocol,0.01,0.01,0.01
my_malloc,0.01,0.01,0.01
MDL_ticket::get_key,0.01,0.01,0.01
memcmp@plt,0.01,0.01,0.01
read_lock_type_for_table,0.01,0.01,0.01
Item_field::field_for_view_update,0.01,0.01,0.01
mysql_errno_to_sqlstate,0.01,0.01,0.01
AIO::select_slot_array,0.01,0.01,0.01
decimal_round,0.01,0.01,0.01
Field_string::store,0.01,0.01,0.01
well_formed_copy_nchars,0.01,0.01,0.01
ispunct,0.01,0.01,0.01
Field::make_sort_key,0.01,0.01,0.01
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_unique_pos",0.01,0.01,0.01
non-virtual thunk to Table_map_log_event::write_data_header,0.01,0.01,0.01
netif_skb_features,0.01,0.01,0.01
Field::pack_with_metadata_bytes,0.01,0.01,0.01
bitmap_copy,0.01,0.01,0.01
evaluate_during_optimization,0.01,0.01,0.01
operator new[],0.01,0.01,0.01
sock_wfree,0.01,0.01,0.01
tracesys,0.01,0.01,0.01
quick_range_seq_next,0.01,0.01,0.01
Item_func_get_system_var::~Item_func_get_system_var,0.01,0.01,0.01
btr_search_set_block_not_cached,0.01,0.01,0.01
Item::update_used_tables,0.01,0.01,0.01
Item_equal::members,0.01,0.01,0.01
blk_attempt_plug_merge,0.01,0.01,0.01
elv_rqhash_find,0.01,0.01,0.01
pfs_unlock_mutex_v1,0.01,0.01,0.01
__pow,0.01,0.01,0.01
__tcp_select_window,0.01,0.01,0.01
Field::key_length,0.01,0.01,0.01
from_kuid,0.01,0.01,0.01
file_remove_privs,0.01,0.01,0.01
cap_file_permission,0.01,0.01,0.01
std::string::swap,0.01,0.01,0.01
skb_push,0.01,0.01,0.01
dblwr::get_encrypted_frame,0.01,0.01,0.01
PFS_memory_shared_stat::apply_alloc_delta,0.01,0.01,0.01
call_timer_fn,0.01,0.01,0.01
tcp_delack_timer,0.01,0.01,0.01
tcp_delack_timer_handler,0.01,0.01,0.01
ibuf_page_low,0.01,0.01,0.01
mtr_t::memo_release,0.01,0.01,0.01
Fil_shard::space_is_flushed,0.01,0.01,0.01
std::chrono::_V2::steady_clock::now@plt,0.01,0.01,0.01
HazardPointer::set,0.01,0.01,0.01
buf_page_t::is_io_fix_read_as_opposed_to_write,0.01,0.01,0.01
mapping_tagged,0.01,0.01,0.01
Fil_shard::space_release,0.01,0.01,0.01
__libc_pwrite64,0.01,0.01,0.01
Field::get_key_image,0.01,0.01,0.01
Field_varstring::get_length_bytes,0.01,0.01,0.01
row_upd_index_write_log,0.01,0.01,0.01
Modification_plan::~Modification_plan,0.01,0.01,0.01
bitmap_intersect,0.01,0.01,0.01
TABLE::has_columns_marked_for_partial_update,0.01,0.01,0.01
thd_trx_priority,0.01,0.01,0.01
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_hint_unique_pos",0.01,0.01,0.01
__dynamic_cast@plt,0.01,0.01,0.01
std::_Function_handler<bool,0.01,0.01,0.01
Log_event::get_time,0.01,0.01,0.01
__ip_local_out_sk,0.01,0.01,0.01
Field::pack,0.01,0.01,0.01
lock_timer_base.isra.38,0.01,0.01,0.01
cs::util::ReplicatedColumnsView::add_filter_if_needed,0.01,0.01,0.01
bitmap_n_copy,0.01,0.01,0.01
tcp_set_skb_tso_segs,0.01,0.01,0.01
Update_rows_log_event::read_write_bitmaps_cmp,0.01,0.01,0.01
"std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append",0.01,0.01,0.01
rec_offs_nth_sql_null,0.01,0.01,0.01
std::string::append@plt,0.01,0.01,0.01
bitmap_is_overlapping,0.01,0.01,0.01
ispunct@plt,0.01,0.01,0.01
isspace,0.01,0.01,0.01
Field_temporal_with_date::store_internal_adjust_frac,0.01,0.01,0.01
Strict_error_handler::handle_condition,0.01,0.01,0.01
tcp_init_tso_segs,0.01,0.01,0.01
Item_decimal::val_decimal,0.01,0.01,0.01
Item_func_plus::int_op,0.01,0.01,0.01
Item_func_numhybrid::result_type,0.01,0.01,0.01
rw_lock_sx_lock_low,0.01,0.01,0.01
page_rec_get_nth_const,0.01,0.01,0.01
lock_rec_restore_from_page_infimum,0.01,0.01,0.01
find_order_in_list,0.01,0.01,0.01
setup_order,0.01,0.01,0.01
Item_func::param_type_is_default,0.01,0.01,0.01
set_record_buffer,0.01,0.01,0.01
Item_sum_sum::add,0.01,0.01,0.01
Item_field::save_in_field_inner,0.01,0.01,0.01
buf_calc_page_crc32,0.01,0.01,0.01
blk_recount_segments,0.01,0.01,0.01
ext4_io_submit_init,0.01,0.01,0.01
blk_account_io_done,0.01,0.01,0.01
blk_mq_sched_put_request,0.01,0.01,0.01
blk_mq_finish_request,0.01,0.01,0.01
blk_mq_put_tag,0.01,0.01,0.01
__mnt_want_write,0.01,0.01,0.01
ha_innobase::multi_range_read_next,0.01,0.01,0.01
ha_innobase::unlock_row,0.01,0.01,0.01
TableRowIterator::SetNullRowFlag,0.01,0.01,0.01
handler::ha_index_prev,0.01,0.01,0.01
Aggregator_distinct::add,0.01,0.01,0.01
Item_field::send,0.01,0.01,0.01
Field_varstring::data_length,0.01,0.01,0.01
__lru_cache_add,0.01,0.01,0.01
Field_varstring::val_str,0.01,0.01,0.01
lru_cache_add,0.01,0.01,0.01
Field::binary,0.01,0.01,0.01
Field_float::pack_length,0.01,0.01,0.01
LEX::set_trg_event_type_for_tables,0.01,0.01,0.01
THD::inc_sent_row_count,0.01,0.01,0.01
"ut_list_remove<ut_list_base<trx_undo_t, trx_undo_t_undo_list_node_getter> >",0.01,0.01,0.01
pack_rows::StoreFromTableBuffers,0.01,0.01,0.01
PFS_host::carry_memory_stat_alloc_delta,0.01,0.01,0.01
handler::set_end_range,0.01,0.01,0.01
EQRefIterator::Init,0.01,0.01,0.01
buf_flush_ready_for_flush,0.01,0.01,0.01
Item_sum_sum::resolve_type,0.01,0.01,0.01
dict_index_node_ptr_max_size,0.01,0.01,0.01
PTI_get_system_variable::~PTI_get_system_variable,0.01,0.01,0.01
PTI_simple_ident_nospvar_ident::~PTI_simple_ident_nospvar_ident,0.01,0.01,0.01
Item_sum::cleanup,0.01,0.01,0.01
Aggregator_distinct::~Aggregator_distinct,0.01,0.01,0.01
close_tmp_table,0.01,0.01,0.01
handler::mark_trx_read_write,0.01,0.01,0.01
Yacc_state::~Yacc_state,0.01,0.01,0.01
mtr_t::Command::prepare_write,0.01,0.01,0.01
MDL_context::release_statement_locks,0.01,0.01,0.01
Protocol_text::type,0.01,0.01,0.01
Query_block::destroy_tree,0.01,0.01,0.01
THD::rollback_item_tree_changes,0.01,0.01,0.01
Session_consistency_gtids_ctx::update_tracking_activeness_from_session_variable,0.01,0.01,0.01
gtid_pre_statement_post_implicit_commit_checks,0.01,0.01,0.01
Lex_input_stream::init,0.01,0.01,0.01
elv_rqhash_del.part.6,0.01,0.01,0.01
fsp_get_space_header,0.01,0.01,0.01
page_set_max_trx_id,0.01,0.01,0.01
LimitOffsetIterator::~LimitOffsetIterator,0.01,0.01,0.01
Locked_tables_list::adjust_renamed_tablespace_mdls,0.01,0.01,0.01
MDL_ticket::destroy,0.01,0.01,0.01
Opt_trace_context::end,0.01,0.01,0.01
Query_expression::invalidate,0.01,0.01,0.01
JOIN::cleanup_item_list,0.01,0.01,0.01
rb_next,0.01,0.01,0.01
ER_THD,0.01,0.01,0.01
IndexRangeScanIterator::~IndexRangeScanIterator,0.01,0.01,0.01
MEM_ROOT::Clear,0.01,0.01,0.01
__strncmp_sse42,0.01,0.01,0.01
ha_innobase::primary_key_is_clustered,0.01,0.01,0.01
PFS_account::carry_memory_stat_alloc_delta,0.01,0.01,0.01
unpack_dirname,0.01,0.01,0.01
RecLock::lock_add,0.01,0.01,0.01
recv@plt,0.01,0.01,0.01
trx_assign_rseg_durable,0.01,0.01,0.01
Modification_plan::register_in_thd,0.01,0.01,0.01
thd_get_thread_id,0.01,0.01,0.01
PROFILING::start_new_query,0.01,0.01,0.01
Cost_model_table::init,0.01,0.01,0.01
JOIN::mark_const_table,0.01,0.01,0.01
Item_field::add_field_to_cond_set_processor,0.01,0.01,0.01
"std::_Hashtable<std::string, std::pair<std::string const, Sroutine_hash_entry*>, Malloc_allocator<std::pair<std::string const, Sroutine_hash_entry*> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node",0.01,0.01,0.01
Optimize_table_order::consider_plan,0.01,0.01,0.01
__stpcpy_sse2_unaligned,0.01,0.01,0.01
fn_format,0.01,0.01,0.01
cleanup_dirname,0.01,0.01,0.01
DsMrr_impl::dsmrr_close,0.01,0.01,0.01
instantiate_tmp_table,0.01,0.01,0.01
temptable::Handler::create,0.01,0.01,0.01
JOIN::test_skip_sort,0.01,0.01,0.01
TABLE::setup_partial_update,0.01,0.01,0.01
Field_num::derivation,0.01,0.01,0.01
Item::find_field_processor,0.01,0.01,0.01
test_if_subpart,0.01,0.01,0.01
Query_expression::create_access_paths,0.01,0.01,0.01
get_cached_table_access,0.01,0.01,0.01
Item_bool_func2::set_cmp_func,0.01,0.01,0.01
Query_block::setup_join_cond,0.01,0.01,0.01
Field_str::repertoire,0.01,0.01,0.01
Item_sum_num::fix_fields,0.01,0.01,0.01
blk_integrity_merge_bio,0.01,0.01,0.01
blk_rq_merge_ok,0.01,0.01,0.01
THD::push_internal_handler,0.01,0.01,0.01
Encryption::set_key,0.01,0.01,0.01
Arg_comparator::inject_cast_nodes,0.01,0.01,0.01
JOIN::alloc_func_list,0.01,0.01,0.01
QEP_TAB::use_order,0.01,0.01,0.01
PossiblyAttachFilter,0.01,0.01,0.01
CreateConjunction,0.01,0.01,0.01
Item_int::eq,0.01,0.01,0.01
JOIN::get_end_select_func,0.01,0.01,0.01
actual_key_flags,0.01,0.01,0.01
Field_long::pack,0.01,0.01,0.01
JOIN::cost_model,0.01,0.01,0.01
Field_timestampf::binlog_type,0.01,0.01,0.01
get_field_name_or_expression,0.01,0.01,0.01
update_io_ticks,0.01,0.01,0.01
Field::binlog_type,0.01,0.01,0.01
sel_cmp,0.01,0.01,0.01
Field_varstring::store,0.01,0.01,0.01
Field_longstr::check_string_copy_error,0.01,0.01,0.01
os_event_reset,0.01,0.01,0.01
Item_equal::add,0.01,0.01,0.01
MDL_context::fix_pins,0.01,0.01,0.01
dict_index_contains_col_or_prefix,0.01,0.01,0.01
__libc_enable_asynccancel,0.01,0.01,0.01
get_futex_value_locked,0.01,0.01,0.01
elv_attempt_insert_merge,0.01,0.01,0.01
attempt_merge,0.01,0.01,0.01
blk_try_merge,0.01,0.01,0.01
_L_unlock_738,0.01,0.01,0.01
Field_num::is_unsigned,0.01,0.01,0.01
handler::index_scan_cost,0.01,0.01,0.01
idx_merge_hint_state,0.01,0.01,0.01
Command_names::str_global,0.01,0.01,0.01
__uflow,0.01,0.01,0.01
__GI_____strtoull_l_internal,0.01,0.01,0.01
Field::is_unsigned,0.01,0.01,0.01
activate_page,0.01,0.01,0.01
generic_write_checks,0.01,0.01,0.01
log_mark_file_as_in_use,0.01,0.01,0.01
log_files_produce_file,0.01,0.01,0.01
__tzfile_compute,0.01,0.01,0.01
msecs_to_jiffies,0.01,0.01,0.01
__strlen_sse2,0.01,0.01,0.01
Field_temporal::date_flags,0.01,0.01,0.01
blk_account_io_completion,0.01,0.01,0.01
Protocol_classic::get_net,0.01,0.01,0.01
net_field_length,0.01,0.01,0.01
cap_socket_sendmsg,0.01,0.01,0.01
TABLE::clear_partial_update_diffs,0.01,0.01,0.01
PFS_thread::mem_cnt_free,0.01,0.01,0.01
Opt_trace_start::~Opt_trace_start,0.01,0.01,0.01
Query_result_send::cleanup,0.01,0.01,0.01
thd_wait_end,0.01,0.01,0.01
Protocol_classic::end_row,0.01,0.01,0.01
my_timestamp_binary_length,0.01,0.01,0.01
get_charset,0.01,0.01,0.01
mysql_unlock_read_tables,0.01,0.01,0.01
Rpl_thd_context::get_tx_rpl_delegate_stage_status,0.01,0.01,0.01
row_build,0.01,0.01,0.01
dict_table_copy_types,0.01,0.01,0.01
AggregateIterator::AggregateIterator,0.01,0.01,0.01
__rawmemchr_sse2,0.01,0.01,0.01
_copy_from_user,0.01,0.01,0.01
Modification_plan::Modification_plan,0.01,0.01,0.01
flst_remove,0.01,0.01,0.01
Server_options::reset,0.01,0.01,0.01
Adaptive_flush::page_recommendation,0.01,0.01,0.01
Adaptive_flush::set_flush_target_by_lsn,0.01,0.01,0.01
Diagnostics_area::reset_condition_info,0.01,0.01,0.01
workingset_activation,0.01,0.01,0.01
fget,0.01,0.01,0.01
__lock_page,0.01,0.01,0.01
__wait_on_bit_lock,0.01,0.01,0.01
_IO_str_init_static_internal,0.01,0.01,0.01
page_cur_open_on_rnd_user_rec,0.01,0.01,0.01
MVCC::clone_oldest_view,0.01,0.01,0.01
Purge_groups_t::distribute_if_needed,0.01,0.01,0.01
sched_yield@plt,0.01,0.01,0.01
fil_space_get_page_size,0.01,0.01,0.01
tcp_options_write,0.01,0.01,0.01
fil_space_get_flags,0.01,0.01,0.01
trx_undo_get_first_rec,0.01,0.01,0.01
fseg_free_page,0.01,0.01,0.01
bitmap_is_subset,0.01,0.01,0.01
Query_block::invalidate,0.01,0.01,0.01
Diagnostics_area::pop_diagnostics_area,0.01,0.01,0.01
Item_func_true::~Item_func_true,0.01,0.01,0.01
Item_cond_and::~Item_cond_and,0.01,0.01,0.01
task_nice,0.01,0.01,0.01
__set_current_blocked,0.01,0.01,0.01
engine_table_select,0.01,0.01,0.01
SHA256_Update,0.01,0.01,0.01
usecs_to_jiffies,0.01,0.01,0.01
round_jiffies_up,0.01,0.01,0.01
bvec_free,0.01,0.01,0.01
os_file_decompress_page,0.01,0.01,0.01
MDL_ticket::~MDL_ticket,0.01,0.01,0.01
rename,0.01,0.01,0.01
sys_rename,0.01,0.01,0.01
sys_renameat2,0.01,0.01,0.01
SYSC_renameat2,0.01,0.01,0.01
set_module_put_flag,0.01,0.01,0.01
vfs_rename,0.01,0.01,0.01
ext4_rename2,0.01,0.01,0.01
ext4_rename,0.01,0.01,0.01
log_files_number_of_existing_files,0.01,0.01,0.01
Log_file::open,0.01,0.01,0.01
fseg_free_step,0.01,0.01,0.01
ENGINE_get_digest_engine,0.01,0.01,0.01
FIPS_module_mode,0.01,0.01,0.01
Query_result_send::~Query_result_send,0.01,0.01,0.01
__x86_return_thunk,0.01,0.01,0.01
_IO_setb,0.01,0.01,0.01
_IO_str_underflow,0.01,0.01,0.01
__lll_lock_wait_private,0.01,0.01,0.01
ceil@plt,0.01,0.01,0.01
__x86_indirect_thunk_rdx,0.01,0.01,0.01
EVP_DigestUpdate,0.01,0.01,0.01
__xfrm_policy_check2.constprop.40,0.01,0.01,0.01
tcp_parse_md5sig_option,0.01,0.01,0.01
security_sock_rcv_skb,0.01,0.01,0.01
cap_socket_sock_rcv_skb,0.01,0.01,0.01
__tzset_parse_tz,0.01,0.01,0.01
lock_hrtimer_base.isra.20,0.01,0.01,0.01
timespec_add_safe,0.01,0.01,0.01
murmur3_32,0.01,0.01,0.01
PT_order::contextualize,0.01,0.01,0.01
Ha_trx_info_list::end,0.01,0.01,0.01
ext4_da_update_reserve_space,0.01,0.01,0.01
my_net_set_read_timeout,0.01,0.01,0.01
Fil_shard::acquire,0.01,0.01,0.01
calculate_condition_filter,0.01,0.01,0.01
Query_block::setup_order_final,0.01,0.01,0.01
strcmp@plt,0.01,0.01,0.01
reject_geometry_args,0.01,0.01,0.01
pfs_set_statement_text_vc,0.01,0.01,0.01
TABLE::column_bitmaps_set,0.01,0.01,0.01
handler::column_bitmaps_signal,0.01,0.01,0.01
lookup_error_stat_index,0.01,0.01,0.01
Item_func_numhybrid::val_decimal,0.01,0.01,0.01
Log_event::wrapper_my_b_safe_write,0.01,0.01,0.01
Field_timestampf::pack_length,0.01,0.01,0.01
binary_log::Binary_log_event::~Binary_log_event,0.01,0.01,0.01
Field_varstring::pack,0.01,0.01,0.01
datetime_add_nanoseconds_with_round,0.01,0.01,0.01
Item_func_neg::~Item_func_neg,0.01,0.01,0.01
flst_add_last,0.01,0.01,0.01
trx_savept_take,0.01,0.01,0.01
QUICK_RANGE::QUICK_RANGE,0.01,0.01,0.01
ha_innobase::scan_time,0.01,0.01,0.01
pfs_set_transaction_gtid_v1,0.01,0.01,0.01
pfs_set_statement_lock_time_vc,0.01,0.01,0.01
Delete_rows_log_event::~Delete_rows_log_event,0.01,0.01,0.01
Rpl_transaction_write_set_ctx::reset_state,0.01,0.01,0.01
MYSQL_BIN_LOG::assign_automatic_gtids_to_flush_group,0.01,0.01,0.01
Gtid_specification::to_string,0.01,0.01,0.01
MDL_ticket_store::is_empty,0.01,0.01,0.01
__d_lookup_rcu,0.01,0.01,0.01
calc_join_type,0.01,0.01,0.01
find_get_page,0.01,0.01,0.01
is_xa_prepare,0.01,0.01,0.01
IO_CACHE_binlog_cache_storage::begin,0.01,0.01,0.01
ext4_inode_table,0.01,0.01,0.01
__dquot_alloc_space,0.01,0.01,0.01
_itoa_word,0.01,0.01,0.01
__mem_cgroup_try_charge,0.01,0.01,0.01
my_b_fill,0.01,0.01,0.01
non-virtual thunk to Gtid_log_event::write_data_header,0.01,0.01,0.01
THD::store_globals,0.01,0.01,0.01
pthread_rwlock_unlock,0.01,0.01,0.01
ext4_es_can_be_merged,0.01,0.01,0.01
pfs_set_statement_rows_sent_vc,0.01,0.01,0.01
__read_extent_tree_block,0.01,0.01,0.01
ext4_ext_next_allocated_block,0.01,0.01,0.01
"ut_list_remove<ut_list_base<ib_lock_t, ib_lock_t_trx_locks_node_getter> >",0.01,0.01,0.01
ext4_group_desc_csum_set,0.01,0.01,0.01
ext4_group_desc_csum,0.01,0.01,0.01
crc16,0.01,0.01,0.01
ext4_read_block_bitmap,0.01,0.01,0.01
ext4_read_block_bitmap_nowait,0.01,0.01,0.01
pagevec_lookup,0.01,0.01,0.01
binlog_cache_data::compress,0.01,0.01,0.01
mlog_catenate_string,0.01,0.01,0.01
pfs_end_transaction_v1,0.01,0.01,0.01
lock_on_statement_end,0.01,0.01,0.01
trx_mark_sql_stat_end,0.01,0.01,0.01
is_ha_commit_low_invoking_commit_order,0.01,0.01,0.01
